rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/infernal_affairs,Infernal Affairs (Mou gaan dou),"Idealistic police cadet Chan Wing-Yan (Tony Leung) is recruited by Police Superintendant Wong (Anthony Wong) to go deep undercover as a member of the criminal Triad society. Into the same cadet class, crime boss Hon Sam (Eric Tsang) installs new Triad member Lau Kin Ming (Andy Lau) to become a long-term mole for the gang. A decade later, both have risen through the ranks in their respective aliases -- but when both of their covers are in danger of being blown, a game of life and death ensues.","Smart and engrossing, this is one of Hong Kong's better cop thrillers.",R,"Art House & International, Drama, Mystery & Suspense","Wai-keung Lau, Alan Mak","Alan Mak, Felix Chong","Tony Leung Chiu Wai, Andy Lau, Anthony Wong, Eric Tsang, Sammi Cheng, Kelly Chen, Ng Ting-Yip, Shawn Yue, Wan Chi Keung, Edison Chen, Elva Hsiao, Chapman To, Gordon Lam, Ting Yip Ng, Dion Lam, Tony Ho, Hui Kam-fong, Courtney Wu, Au Hin-wai, Li Tin-cheung, Hui On-tat, Ho Wing-ling, Lee Wah-chu, Cheung Yuk-san, Leung Chiu-yi, Chaucharew Wichai",12/12/2002,08/11/2016,100,Miramax,Certified-Fresh,94,63,Upright,95,62784,23,59,4
m/investigation_of_a_citizen_above_suspicion,Investigation of a Citizen Above Suspicion,"A highly regarded Italian police inspector (Gian Maria Volonte) murders his mistress, only to become part of the homicide investigation that follows. The inspector proceeds to plant clues at the crime scene as his fellow officers either ignore or fail to recognize his obvious tampering. But all is not as it seems. While the killer may have an inside track on fabricating his own innocence, he also seems to be testing the competence and integrity of Italian law enforcement.",,R,"Art House & International, Drama",Elio Petri,"Elio Petri, Ugo Pirro","Gian Maria Volonté, Florinda Bolkan, Salvo Randone, Gianni Santuccio, Arturo Dominici, Orazio Orlando, Massimo Foschi, Sergio Tramonti, Aldo Rendine, Aleka Paizi, Vittorio Duse, Pino Patti, Giuseppe Licastro, Filippo Degara, Fulvio Gramaldi, Ugo Adinolfi, Giacomo Bellini, Giuseppe Terranova, Vincenzo Falanga, Roberto Bonanni, Guido Buzzelli, Gino Usai, Franco Marletta",20/12/1970,07/02/2014,115,Sony Pictures,Fresh,100,13,Upright,95,1680,5,13,0
m/ip_man_4_the_finale,Ip Man 4: The Finale,Ip Man and his son encounter racial discrimination after traveling to the United States to seek a better life.,"Packed with action and featuring some of Donnie Yen's finest fighting, Ip Man 4: The Finale serves as a satisfying rebound -- and fitting finale -- for the franchise.",NR,"Action & Adventure, Drama",Wilson Yip,,"Donnie Yen, Wu Yue, Vanness Wu, Scott Adkins, Kent Cheng, Kwok-Kwan Chan, Ka-nin Ngo, Chris Collins (LV), Vanda Margraf",25/12/2019,25/12/2019,105,,Fresh,87,31,,95,826,10,27,4
m/its_a_wonderful_life,It's a Wonderful Life,"After George Bailey (James Stewart) wishes he had never been born, an angel (Henry Travers) is sent to earth to make George's wish come true. George starts to realize how many lives he has changed and impacted, and how they would be different if he was never there.","The holiday classic to define all holiday classics, It's a Wonderful Life is one of a handful of films worth an annual viewing.",PG,"Classics, Drama, Kids & Family, Science Fiction & Fantasy",Frank Capra,"Frank Capra, Frances Goodrich, Albert Hackett","James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi, Frank Faylen, Ward Bond, Gloria Grahame, H.B. Warner, Frank Albertson, Samuel S. Hinds, Todd Karns, Mary Treen, Sarah Edwards, Virginia Patton, Charles Williams, William Edmunds, Lillian Randolph, Argentina Brunetti, Robert Anderson, Ronnie Ralph, Jean Gale, Jeanine Anne Roose, Danny Mummert, George Nokes, Sheldon Leonard, Frank S. Hagney, Ray Walker, Charles Lane, Edward Keane, Carol Coombs, Karolyn Grimes, Jim Hawkins, Larry Simms, Carl ""Alfalfa"" Switzer, Harold Landon, Harry Holman, Mark Roberts, Harry V. Cheshire, Charles Halton, Eddie Featherston, Stanley Andrews, J. Farrell MacDonald, Marian Carr, Garry Owen, Lane Chandler, Ellen Corby, Almira Sessions, Robert Peyton, Bert Moorhouse",25/12/1946,30/11/2016,129,Liberty Films,Certified-Fresh,94,82,Upright,95,218883,16,77,5
m/king_in_the_wilderness,King In The Wilderness,"A portrait of Martin Luther King Jr. during the last years of his life, from his part in the Voting Rights Act of 1965 to his assassination in 1968.","Refreshingly frank and soberingly insightful, King in the Wild goes beyond the myth and finds the human being who inspired the world.",NR,Documentary,Peter Kunhardt,Chris Chuang,Martin Luther King Jr.,30/03/2018,03/04/2018,111,HBO Documentary Films,Fresh,100,10,Upright,95,77,6,10,0
m/la_haine,La Haine,"When a young Arab is arrested and beaten unconscious by police, a riot erupts in the notoriously violent suburbs outside of Paris. Three of the victim's peers, Vinz (Vincent Cassel), Said (Said Taghmaoui) and Hubert (Hubert Koundé), wander aimlessly about their home turf in the aftermath of the violence as they try to come to grips with their outrage over the brutal incident. After one of the men finds a police officer's discarded weapon, their night seems poised to take a bleak turn.","Hard-hitting and breathtakingly effective, La Haine takes an uncompromising look at long-festering social and economic divisions affecting 1990s Paris.",R,"Art House & International, Drama",Mathieu Kassovitz,Mathieu Kassovitz,"Vincent Cassel, Hubert Kounde, Saïd Taghmaoui, François Levantal, Karim Belkhadra, Edouard Montoute, Solo Dicko, Marc Duret, Heloise Rauth, Rywka Wajsbrot, Tadek Lokcinski, Choukri Gabteni, Nabil Ben Mhamed, Félicité Wouassi, Fatou Thioune, Zinedine Soualem, Bernie Bonvoisin, Cyril Ancelin, Patrick Medioni, Karin Viard, Julie Mauduech, Benoît Magimel, Medard Niang, Arash Mansour, Abdel-Moulah Boujdouni, Mathilde Vitry, Christian Moro, JiBi, Thang Long, Cut Killer, Sabrina Houicha, Sandor Weltmann, Peter Kassovitz, Vincent Lindon, Mathieu Kassovitz, Anthony Souter, Florent Lavandeira, Teddy Marques, Samir Khelif, Virginie Montel, Abdel Ahmed Ghili, Joseph Momo, Olga Abrego, Laurent Labasse, Andrée Damant, Marcel Marondo, Eric Pujol, Philippe Nahon, Sébastien Tavel, François Toumarkine, Jose-Philippe Dalmat, Solo, Christophe Rossignon, Joseph Moore",09/02/1996,23/03/2017,97,Criterion Collection,Fresh,100,29,Upright,95,40811,9,29,0
m/leon_the_professional,Léon: The Professional,"Mathilda (Natalie Portman) is only 12 years old, but is already familiar with the dark side of life: her abusive father stores drugs for corrupt police officers, and her mother neglects her. Léon (Jean Reno), who lives down the hall, tends to his houseplants and works as a hired hitman for mobster Tony (Danny Aiello). When her family is murdered by crooked DEA agent Stansfield (Gary Oldman), Mathilda joins forces with a reluctant Léon to learn his deadly trade and avenge her family's deaths.",Pivoting on the unusual relationship between seasoned hitman and his 12-year-old apprentice -- a breakout turn by young Natalie Portman -- Luc Besson's Léon is a stylish and oddly affecting thriller.,R,"Action & Adventure, Drama, Mystery & Suspense",Luc Besson,Luc Besson,"Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello, Peter Appel, Michael Badalucco, Ellen Greene, Elizabeth Regen, Carl J. Matusovich, Carl John Matusovich, Keith A. Glascoe, Jessie Keosian, Frank Senger, Abdul Hassan Sharif, Stuart Rudin, Kent Broadhurst, Tommy Hollis, Peter Linari, Betty Miller, Joseph Malerba, David W. Butler, Randy Pearlstein, Marc Andreoni, Michel Montanary, Samy Naceri, Jean-Hugues Anglade, Geoffrey Bateman, Jernard Burks, George Martin, Robert La Sardo, Mario Todisco",18/11/1994,02/04/2013,106,Columbia Pictures,Certified-Fresh,74,65,Upright,95,274298,18,48,17
m/love_and_basketball,Love and Basketball,"Monica (Sanaa Lathan) and Quincy (Omar Epps) are two childhood friends who both aspire to be professional basketball players. Quincy, whose father, Zeke (Dennis Haysbert), plays for the Los Angeles Clippers, is a natural talent and a born leader. Monica is ferociously competitive but sometimes becomes overly emotional on the court. Over the years, the two begin to fall for each other, but their separate paths to basketball stardom threaten to pull them apart.",Confident directing and acting deliver an insightful look at young athletes.,PG-13,"Drama, Romance",Gina Prince-Bythewood,Gina Prince-Bythewood,"Sanaa Lathan, Omar Epps, Dennis Haysbert, Debbi Morgan, Alfre Woodard, Harry Lennix, Regina Hall, Kyla Pratt, Glenndon Chatman, Monica Calhoun, Naykia Harris, Jess Willard, Chris Warren Jr., Gabrielle Union, Tyra Banks, Shar Jackson, Charles O'Bannon, Al Foster, Boris Kodjoe, Christine Dunford, Erika Ringor, April Griffin, Nathaniel Bellamy, Terry Cummings, Chick Hearn, Stu Lantz, Jesse Corti, Leticia Oseguera, Kara Brock, Aichi Ali, Dion Basco, Lisa Barkin Oxley, Rebecca Paterson, James DuMont, Colleen Matsuhara, Andre Bellinger, Elimu Nelson, Dick Vitale, Robin Roberts, Trevor Wilson, Wendi Levy, Sandra Perez, Carla Houser, Marigold Clark, Marte Alexander, Sabrina Roberson, Audrey Gomez, Erica Jackson, Valerie Agee, Sandra Von Embriqs, Yolanda Higgins, Afton Thompson, Chevana Player, Lorna Monique Clemmons, Carenda Saunder, Chandra Cole, Shawnte Watson, Krystal Braden, Lakesha Willingham, Jenece Johnson, Erika Wilson, Sharon Vigne, Major Dennis",26/01/2000,01/12/2008,124,New Line Cinema,Certified-Fresh,83,93,Upright,95,186876,34,77,16
m/maleficent_mistress_of_evil,Maleficent: Mistress of Evil,"Maleficent travels to a grand old castle to celebrate young Aurora's upcoming wedding to Prince Phillip. While there, she meets Aurora's future mother-in-law -- a conniving queen who hatches a devious plot to destroy the land's fairies. Hoping to stop her, Maleficent joins forces with a seasoned warrior and a group of outcasts to battle the queen and her powerful army.","While it's far from cursed, Maleficent: Mistress of Evil too rarely supports its impressive cast and visuals with enough magical storytelling to justify its existence.",PG,"Action & Adventure, Science Fiction & Fantasy",Joachim Rønning,"Linda Woolverton, Micah Fitzerman-Blue, Noah Harpster, Charles Perrault","Angelina Jolie, Elle Fanning, Michelle Pfeiffer, Sam Riley, Imelda Staunton, Juno Temple, Lesley Manville, Ed Skrein, Harris Dickinson, Chiwetel Ejiofor, Robert Lindsay, David Gyasi, Jenn Murray, Judi Shekoni, Miyavi, Kae Alexander, Warwick Davis, Emma Maclennan, Freddie Wise, Barry Aird, Jermaine Cope, Juliane Snekkestad, Jess Liaudin, Noor Dillan-night, Sarah Morghad, Derek Horsham, Anthony Kaye, Lex Milczarek, Fernanda Diniz, John Carew, Rebecca Kunikowski, John Lebar, Richard Keep, Elizabeth Brace, Lim Pik-Sen, Topo Wresniwiro, Elizabeth Marcano-Mortlock, Brian Fisher, Josh Jefferies, Jack Parker, Russell Balogh, Michael Akinsulire, Lonyo Engele, Darcy Vanhinsbergh, Martin Bishop, Adam Colborne, David Midthunder, Tom Bonington, Rayna Campbell",18/10/2019,18/10/2019,118,Walt Disney Pictures,Rotten,40,251,,95,19128,41,100,152
m/modern_times,Modern Times,"This comedic masterpiece finds the iconic Little Tramp (Charlie Chaplin) employed at a state-of-the-art factory where the inescapable machinery completely overwhelms him, and where various mishaps keep getting him sent to prison. In between his various jail stints, he meets and befriends an orphan girl (Paulette Goddard). Both together and apart, they try to contend with the difficulties of modern life, with the Tramp working as a waiter and eventually a performer.","A slapstick skewering of industrialized America, Modern Times is as politically incisive as it is laugh-out-loud hilarious.",G,"Classics, Comedy",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Chester Conklin, Hank Mann, Louis Natheaux, Stanley Blystone, Allan Garcia, Sammy Stein, Juana Sutton, Jack Low, Walter James, Norman Ainsley, Bobby Barber, Richard Alexander, Dr. Cecil Reynolds, Mira McKinney, Gloria de Haven, Chuck Hamilton, Lloyd Ingraham, Heinie Conklin, John Rand, Frank Moran, Murdock MacQuarrie, Wilfred Lucas, Edward J. Le Saint, Fred Malatesta, Ted Oliver, James C. Morton, Edward M. Kimball, Harry Wilson, Frank S. Hagney, Stanley ""Tiny"" Sandford, Al Ernest Garcia",25/02/1936,22/05/2017,89,United Artists,Certified-Fresh,100,61,Upright,95,40236,13,61,0
m/monty_python_and_the_holy_grail,Monty Python and the Holy Grail,"A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and framed by a modern-day murder investigation. When the mythical king of the Britons leads his knights on a quest for the Holy Grail, they face a wide array of horrors, including a persistent Black Knight, a three-headed giant, a cadre of shrubbery-challenged knights, the perilous Castle Anthrax, a killer rabbit, a house of virgins, and a handful of rude Frenchmen.","A cult classic as gut-bustingly hilarious as it is blithely ridiculous, Monty Python and the Holy Grail has lost none of its exceedingly silly charm.",PG,Comedy,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Eric Idle, Terry Jones, Connie Booth, Neil Innes, Terry Gilliam, Michael Palin, Carol Cleveland, John Young, Rita Davies, Sally Kinghorne, Avril Stewart, Romilly Squire, Sandy Johnson, Bee Duffell, Patsy Kensit, Monty Python, Sally Kinghorn, Sandy Rose, Mary Allen",01/01/1975,17/03/2017,90,Almi Cinema 5,Certified-Fresh,97,78,Upright,95,644753,20,76,2
m/night_and_fog,Nuit et Brouillard (Night and Fog),A historical examination of Nazi Germany's death camps.,,NR,"Documentary, Drama",Alain Resnais,,Michel Bouquet,01/01/1955,,32,Argos Films,Fresh,100,24,Upright,95,6410,2,24,0
m/on_the_waterfront,On the Waterfront,"Dockworker Terry Malloy (Marlon Brando) had been an up-and-coming boxer until powerful local mob boss Johnny Friendly (Lee J. Cobb) persuaded him to throw a fight. When a longshoreman is murdered before he can testify about Friendly's control of the Hoboken waterfront, Terry teams up with the dead man's sister Edie (Eva Marie Saint) and the streetwise priest Father Barry (Karl Malden) to testify himself, against the advice of Friendly's lawyer, Terry's older brother Charley (Rod Steiger).","With his electrifying performance in Elia Kazan's thought-provoking, expertly constructed melodrama, Marlon Brando redefined the possibilities of acting for film and helped permanently alter the cinematic landscape.",NR,"Classics, Drama, Romance",Elia Kazan,Budd Schulberg,"Marlon Brando, Eva Marie Saint, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Leif Erickson, James Westerfield, Tony Galento, Tami Mauriello, John F. Hamilton, John Heldabrand, Rudy Bond, Don Blackman, Arthur Keegan, Abe Simon, Barry Macollum, Mike O'Dowd, Martin Balsam, Fred Gwynne, Anne Hegira, Thomas Handley, Rebecca Sands, Jere Delaney, Ann Hegira, Pat Hingle, Nehemiah Persoff, Tiger Joe Marsh",28/07/1954,14/01/2014,108,Sony Pictures,Certified-Fresh,99,72,Upright,95,52205,14,71,1
m/once_upon_a_time_in_the_west,Once Upon a Time in the West,"There's a single piece of land around Flagstone with water on it, and rail baron Morton (Gabriele Ferzetti) aims to have it, knowing the new railroad will have to stop there. He sends his henchman Frank (Henry Fonda) to scare the land's owner, McBain (Frank Wolff), but Frank kills him instead and pins it on a known bandit, Cheyenne (Jason Robards). Meanwhile, a mysterious gunslinger with a score to settle (Charles Bronson) and McBain's new wife, Jill (Claudia Cardinale), arrive in town.",A landmark Sergio Leone spaghetti western masterpiece featuring a classic Morricone score.,PG-13,"Action & Adventure, Drama, Western",Sergio Leone,"Sergio Leone, Sergio Donati","Henry Fonda, Claudia Cardinale, Jason Robards, Charles Bronson, Frank Wolff, Gabriele Ferzetti, Keenan Wynn, Paolo Stoppa, Marco Zuanelli, Lionel Stander, Jack Elam, Woody Strode, John Frederick, Enzo Santianello, Dino Mele, Benito Stefanelli, Claudio Mancini, Salvo Basile, Renato Pinciroli, Aldo Berti, Luigi Ciavarro, Conrado San Martin, Livio Andronico, Marilu Carteny, Spartaco Conversi",21/12/1968,06/06/2014,165,Paramount Pictures,Certified-Fresh,95,64,Upright,95,65809,15,61,3
